A046;OTRAS INFECCIONES INTESTINALES BACTERIANAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A047;OTRAS INFECCIONES INTESTINALES BACTERIANAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A048;OTRAS INFECCIONES INTESTINALES BACTERIANAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A049;OTRAS INFECCIONES INTESTINALES BACTERIANAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A050;OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A051;OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A052;OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A053;OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A054;OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A058;OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A059;OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A060;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A061;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A062;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A063;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A064;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A065;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A066;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A067;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A068;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A069;AMEBIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A070;OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A071;OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A072;OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A073;OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A078;OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A079;OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A080;INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A081;INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A082;INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A083;INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A084;INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A085;INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A090;OTRAS GASTROENTERITIS Y COLITIS DE ORIGEN INFECCIOSO Y NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A099;OTRAS GASTROENTERITIS Y COLITIS DE ORIGEN INFECCIOSO Y NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A09X;DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO;DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO
A150;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A151;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A152;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A153;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A154;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A155;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A156;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A157;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A158;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A159;TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A160;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A161;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A162;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A163;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A164;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A165;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A167;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A168;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A169;TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A170;TUBERCULOSIS DEL SISTEMA NERVIOSO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A171;TUBERCULOSIS DEL SISTEMA NERVIOSO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A178;TUBERCULOSIS DEL SISTEMA NERVIOSO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A179;TUBERCULOSIS DEL SISTEMA NERVIOSO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A180;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A181;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A182;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A183;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A184;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A185;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A186;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A187;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A188;TUBERCULOSIS DE OTROS ORGANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A190;TUBERCULOSIS MILIAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A191;TUBERCULOSIS MILIAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A192;TUBERCULOSIS MILIAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A198;TUBERCULOSIS MILIAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A199;TUBERCULOSIS MILIAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A200;PESTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A201;PESTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A202;PESTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A203;PESTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A207;PESTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A208;PESTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A209;PESTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A210;TULAREMIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A211;TULAREMIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A212;TULAREMIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A213;TULAREMIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A217;TULAREMIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A218;TULAREMIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A219;TULAREMIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A220;CARBUNCO [ ANTRAX ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A221;CARBUNCO [ ANTRAX ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A222;CARBUNCO [ ANTRAX ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A227;CARBUNCO [ ANTRAX ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A228;CARBUNCO [ ANTRAX ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A229;CARBUNCO [ ANTRAX ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A230;BRUCELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A231;BRUCELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A232;BRUCELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A233;BRUCELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A238;BRUCELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A239;BRUCELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A240;MUERMO Y MELIOIDOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A241;MUERMO Y MELIOIDOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A242;MUERMO Y MELIOIDOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A243;MUERMO Y MELIOIDOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A244;MUERMO Y MELIOIDOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A250;FIEBRES POR MORDEDURA DE RATA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A251;FIEBRES POR MORDEDURA DE RATA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A259;FIEBRES POR MORDEDURA DE RATA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A260;ERISIPELOIDE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A267;ERISIPELOIDE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A268;ERISIPELOIDE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A269;ERISIPELOIDE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A270;LEPTOSPIROSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A278;LEPTOSPIROSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A279;LEPTOSPIROSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A280;OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A281;OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A282;OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A288;OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A289;OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A300;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A301;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A302;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A303;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A304;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A305;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A308;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A309;LEPRA [ ENFERMEDAD DE HANSEN ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A310;INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A311;INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A318;INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A319;INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A320;LISTERIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A321;LISTERIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A327;LISTERIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A328;LISTERIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A329;LISTERIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A33X;TETANOS NEONATAL;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A34X;TETANOS OBSTETRICO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A35X;OTROS TETANOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A360;DIFTERIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A361;DIFTERIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A362;DIFTERIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A363;DIFTERIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A368;DIFTERIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A369;DIFTERIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A370;TOS FERINA [ TOS CONVULSIVA ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A371;TOS FERINA [ TOS CONVULSIVA ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A378;TOS FERINA [ TOS CONVULSIVA ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A379;TOS FERINA [ TOS CONVULSIVA ];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A38X;ESCARLATINA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A390;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A391;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A392;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A393;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A394;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A395;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A398;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A399;ENFERMEDAD MENINGOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A400;SEPSIS ESTREPTOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A401;SEPSIS ESTREPTOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A402;SEPSIS ESTREPTOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A403;SEPSIS ESTREPTOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A408;SEPSIS ESTREPTOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A409;SEPSIS ESTREPTOCOCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A410;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A411;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A412;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A413;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A414;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A415;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A418;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A419;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A420;ACTINOMICOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A421;ACTINOMICOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A422;ACTINOMICOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
